target,income,credit,annuity,ext_score,age,credit_income_ratio,risk_score,risk_segment,income_bin
0,117000.0,339241.5,12919.5,0.6481983978615252,41,2.8995,0.39451930160646526,Low Risk,Low
0,157500.0,781920.0,39852.0,0.4683290651252383,35,4.964571428571428,0.556013004927515,High Risk,Medium
0,157500.0,651600.0,26289.0,0.6323728084382242,53,4.137142857142857,0.44468264076904895,Medium Risk,Medium
0,2025000.0,382500.0,14418.0,0.39482117390152943,48,0.18888888888888888,-0.9842218810684117,Low Risk,Very High
0,202500.0,360000.0,18000.0,0.2627027691601924,24,1.7777777777777777,0.5176763931976816,High Risk,High
0,202500.0,900000.0,35824.5,0.39617389670983455,30,4.444444444444445,0.5697952738673049,High Risk,High
0,180000.0,301500.0,18445.5,0.4058734845058893,24,1.675,0.43845378013511505,Medium Risk,Medium
0,202500.0,1078200.0,31653.0,0.5025553043924126,32,5.3244444444444445,0.5236406635151645,High Risk,High
0,135000.0,354276.0,10872.0,0.45390585216173535,58,2.6242666666666667,0.47483608994053933,Medium Risk,Low
0,225000.0,468733.5,30649.5,0.5936701205552,29,2.08326,0.3864038707439719,Low Risk,High
0,270000.0,562500.0,25546.5,0.5213272381781188,39,2.0833333333333335,0.41425971424427394,Low Risk,Very High
0,180000.0,254700.0,27558.0,0.646694295304202,39,1.415,0.2952587180722806,Low Risk,Medium
0,148500.0,167121.0,15457.5,0.47911241274557526,37,1.1253939393939394,0.31468865431878534,Low Risk,Medium
0,157500.0,685012.5,33084.0,0.5949015012840534,39,4.349285714285714,0.4755838344411444,Medium Risk,Medium
0,90000.0,157500.0,9171.0,0.36197457435208097,26,1.75,0.46796414139538806,Medium Risk,Very Low
1,112500.0,397017.0,24120.0,0.276971494005301,30,3.52904,0.6193852987208324,High Risk,Very Low
0,225000.0,528633.0,25560.0,0.5050165408709371,45,2.34948,0.44252390076837234,Medium Risk,High
0,135000.0,1256400.0,36864.0,0.5160143120206059,48,9.306666666666667,0.564371220302973,High Risk,Low
0,175500.0,187929.0,13495.5,0.5860936367329169,47,1.0708205128205128,0.24217367259637243,Low Risk,Medium
0,45000.0,225000.0,10822.5,0.6649295070259731,53,5.0,0.4556352464870135,Medium Risk,Very Low
0,112500.0,391500.0,14886.0,0.5982830753658607,46,3.48,0.44111556576534555,Medium Risk,Very Low
0,112500.0,585000.0,42700.5,0.7009855830899864,33,5.2,0.46772690076269907,Medium Risk,Very Low
0,202500.0,2013840.0,53253.0,0.6607853562705849,50,9.944888888888888,0.4920366278671705,Medium Risk,High
1,225000.0,1223010.0,48631.5,0.5204679793360591,30,5.4356,0.5278023111635254,High Risk,High
0,238500.0,291384.0,30595.5,0.3741239526148001,28,1.2217358490566037,0.3930423665321596,Low Risk,Very High
0,121500.0,454500.0,19255.5,0.6363760514509927,54,3.740740740740741,0.43331025076881974,Medium Risk,Low
0,112500.0,1006920.0,42660.0,0.5237752433664153,54,8.9504,0.5804343232578005,High Risk,Very Low
0,256500.0,253377.0,23368.5,0.2638198909419062,30,0.9878245614035088,0.3826134550453983,Low Risk,Very High
0,112500.0,531706.5,29817.0,0.5174331262649221,44,4.72628,0.5308165686836819,High Risk,Very Low
0,247500.0,388512.0,31279.5,0.5139022850430904,30,1.5697454545454546,0.3772114331237139,Low Risk,Very High
0,135000.0,405000.0,20250.0,0.6730934343364267,26,3.0,0.3934532828317867,Low Risk,Low
0,90000.0,180000.0,17802.0,0.5068094100479325,29,2.0,0.4361552949760337,Medium Risk,Very Low
0,229500.0,610335.0,25785.0,0.4956072285554703,35,2.659411764705882,0.46186007282949004,Medium Risk,Very High
0,225000.0,1006920.0,46791.0,0.7679540092175907,56,4.4752,0.3905788852732211,Low Risk,High
1,135000.0,746626.5,30105.0,0.4321261572164872,44,5.530566666666667,0.5742929319271446,High Risk,Low
0,157500.0,651600.0,23535.0,0.3625842924270873,32,4.137142857142857,0.5760797559174745,High Risk,Medium
0,135000.0,1288350.0,37669.5,0.4419532637577852,43,9.543333333333333,0.6033944776798453,High Risk,Low
0,202500.0,545040.0,17842.5,0.42819580791865697,41,2.6915555555555555,0.4920646088837656,Medium Risk,High
0,135000.0,202500.0,10125.0,0.5415557486256418,31,1.5,0.34422212568717914,Low Risk,Low
0,540000.0,1078200.0,31653.0,0.4728725685096434,47,1.9966666666666666,0.4250366317162412,Low Risk,Very High
1,99000.0,977724.0,38182.5,0.588983856627543,43,9.876,0.5522677646057027,High Risk,Very Low
0,135000.0,234000.0,15259.5,0.4509991106569877,35,1.7333333333333334,0.4240301882612497,Low Risk,Low
0,67500.0,101880.0,11623.5,0.33555456878373185,28,1.5093333333333334,0.46789946472474186,Medium Risk,Very Low
0,135000.0,640080.0,29970.0,0.6287048944731516,35,4.741333333333333,0.46677421193102825,Medium Risk,Low
0,112500.0,314100.0,16573.5,0.3716505857411108,31,2.792,0.5361888503959203,High Risk,Very Low
0,135000.0,1042560.0,34587.0,0.48549610776627145,54,7.722666666666667,0.5696452610339913,High Risk,Low
0,112500.0,337500.0,16875.0,0.5363506844860715,32,3.0,0.46182465775696424,Medium Risk,Very Low
0,270000.0,900000.0,26316.0,0.690190559180337,58,3.3333333333333335,0.3843980537431648,Low Risk,Very High
0,112500.0,454500.0,23337.0,0.49339703216454406,42,4.04,0.5205320581751537,High Risk,Very Low
0,112500.0,247500.0,12375.0,0.7390674754944145,58,2.2,0.3161026258891564,Low Risk,Very Low
0,270000.0,720000.0,36000.0,0.7417842697141389,40,2.6666666666666665,0.3432745318095972,Low Risk,Very High
0,112500.0,270000.0,13500.0,0.5674980904963679,26,2.4,0.41525095475181606,Low Risk,Very Low
0,292500.0,1575000.0,58500.0,0.5086936722354779,27,5.384615384615385,0.5299388781679754,High Risk,Very High
0,90000.0,202500.0,18702.0,0.4127360829329096,42,2.25,0.5018586252002118,Medium Risk,Very Low
0,180000.0,781920.0,47965.5,0.5718578536546206,41,4.344,0.49830529969202675,Medium Risk,Medium
0,193500.0,1147500.0,31684.5,0.5205798087223991,53,5.930232558139535,0.5218706975539851,High Risk,High
0,135000.0,315000.0,15750.0,0.534181880317467,42,2.3333333333333335,0.4276709646031712,Low Risk,Low
0,180000.0,1024740.0,52452.0,0.49604919681305754,41,5.693,0.5575591078994611,High Risk,Medium
0,180000.0,163332.0,11178.0,0.18568528096277662,23,0.9074,0.3889624157231521,Low Risk,Medium
0,315000.0,296280.0,21690.0,0.4662317123835877,27,0.9405714285714286,0.2617005298522957,Low Risk,Very High
0,76500.0,272520.0,21658.5,0.5378497940554156,35,3.5623529411764707,0.503484629742049,Medium Risk,Very Low
1,202500.0,1006920.0,42790.5,0.6273604431191097,51,4.972444444444444,0.46824950155648215,Medium Risk,High
0,121500.0,568057.5,24196.5,0.4897379028984896,26,4.67537037037037,0.5307946386509358,High Risk,Low
1,103500.0,450000.0,22018.5,0.26678340819695084,53,4.3478260869565215,0.640156121988481,High Risk,Very Low
1,180000.0,781920.0,25969.5,0.65754725812364,47,4.344,0.43102059745751703,Medium Risk,Medium
0,153000.0,360000.0,24187.5,0.5547788442671968,36,2.3529411764705883,0.4267282249252251,Low Risk,Medium
0,301500.0,942300.0,36643.5,0.5253627727924081,46,3.1253731343283584,0.46563753760841464,Medium Risk,Very High
0,135000.0,364428.0,13869.0,0.4991394767967822,42,2.6994666666666665,0.45984386494712565,Medium Risk,Low
0,202500.0,698517.0,35793.0,0.49295952751107697,58,3.4494666666666665,0.5019013809839596,Medium Risk,High
0,99000.0,808650.0,23773.5,0.440138381411946,50,8.168181818181818,0.5912302022216336,High Risk,Very Low
0,189000.0,573628.5,27724.5,0.42243717447580836,47,3.0350714285714284,0.5192750468201764,High Risk,High
0,225000.0,790830.0,57676.5,0.48231408469422377,26,3.5148,0.524757594730389,High Risk,High
0,270000.0,288000.0,19246.5,0.5415006421737815,36,1.0666666666666667,0.26225634557977595,Low Risk,Very High
0,292500.0,364500.0,19903.5,0.35059173135300653,37,1.2461538461538462,0.39757262435198676,Low Risk,Very High
0,90000.0,900000.0,32328.0,0.5121709559378277,32,10.0,0.5857545220310861,High Risk,Very Low
0,202500.0,315000.0,19165.5,0.6298734862672918,49,1.5555555555555556,0.31113500289810014,Low Risk,High
0,112500.0,381528.0,24381.0,0.5126022078700424,47,3.39136,0.49858280925614695,Medium Risk,Very Low
0,450000.0,1255680.0,41629.5,0.5599536946988249,42,2.7904,0.4310136847606793,Medium Risk,Very High
0,81000.0,142200.0,8068.5,0.5511625251412521,37,1.7555555555555555,0.37345488370222907,Low Risk,Very Low
0,121500.0,346968.0,27540.0,0.4756710535533662,33,2.855703703703704,0.5024448910140066,Medium Risk,Low
0,270000.0,756000.0,22234.5,0.4906288271159287,34,2.8,0.4640127292991785,Medium Risk,Very High
0,148500.0,1193580.0,38632.5,0.5438649453580696,28,8.037575757575757,0.5427731432754124,High Risk,Medium
0,135000.0,1506816.0,49797.0,0.6052590123994263,32,11.1616,0.5442659601611431,High Risk,Low
0,166500.0,888840.0,37494.0,0.6864371793178727,46,5.338378378378378,0.445622407352656,Medium Risk,Medium
1,112500.0,247500.0,12375.0,0.3941961273974615,59,2.2,0.48853829993763287,Medium Risk,Very Low
0,283500.0,1006920.0,42790.5,0.4854105568964549,53,3.5517460317460317,0.5030165243904148,Medium Risk,Very High
1,153000.0,703728.0,33853.5,0.32606600377562295,39,4.599529411764706,0.6159958754458108,High Risk,Medium
0,279000.0,900000.0,26446.5,0.6830255143798686,33,3.225806451612903,0.38444530732619475,Low Risk,Very High
0,292500.0,337500.0,16875.0,0.5347979238906841,63,1.1538461538461537,0.28413949959311946,Low Risk,Very High
0,180000.0,331834.5,17505.0,0.6622899934965493,42,1.843525,0.32557328005838654,Low Risk,Medium
0,225000.0,1724220.0,47542.5,0.5750969122486492,56,7.6632,0.515563407326975,High Risk,High
0,202500.0,327024.0,25965.0,0.5655263521781518,32,1.6149333333333333,0.35711508605682163,Low Risk,High
0,189000.0,695439.0,20461.5,0.5136390525860715,43,3.6795714285714287,0.4833016204317566,Medium Risk,High
0,121500.0,765261.0,30478.5,0.6975726101581583,55,6.298444444444445,0.45375325697883306,Medium Risk,Low
0,135000.0,675000.0,26770.5,0.7108705246233914,38,5.0,0.42422473768830427,Low Risk,Low
0,135000.0,135000.0,7749.0,0.47058260130029933,30,1.0,0.2761886993498503,Low Risk,Low
0,94500.0,414792.0,21307.5,0.35470098590251364,31,4.389333333333333,0.59939723603098,High Risk,Very Low
0,103500.0,239850.0,25960.5,0.5084702299361102,40,2.3173913043478263,0.4664741924795344,Medium Risk,Very Low
0,67500.0,180000.0,9000.0,0.47891062725587386,38,2.6666666666666665,0.47471135303872974,Medium Risk,Very Low
0,130500.0,849415.5,40995.0,0.27025920644536156,31,6.5089310344827584,0.6816074654459792,High Risk,Low
0,157500.0,1293502.5,35698.5,0.6006774152504153,54,8.212714285714286,0.5084639937114456,Medium Risk,Medium
0,315000.0,1113840.0,57001.5,0.6186231641561307,46,3.536,0.4420382175340871,Medium Risk,Very High
0,157500.0,715095.0,49900.5,0.413690336291282,37,4.540285714285714,0.5904454092701468,High Risk,Medium
1,180000.0,543037.5,43033.5,0.44360541304838225,44,3.016875,0.5265716471116075,High Risk,Medium
0,337500.0,1256400.0,36864.0,0.6611396922508106,59,3.7226666666666666,0.4106880946577847,Low Risk,Very High
0,112500.0,1078200.0,28570.5,0.6619044657254253,41,9.584,0.488537596853481,Medium Risk,Very Low
0,202500.0,457834.5,22396.5,0.6619888402008292,62,2.260911111111111,0.35843571052539014,Low Risk,High
0,157500.0,284400.0,10345.5,0.4801414681087919,32,1.8057142857142856,0.40692716829641784,Low Risk,Medium
0,135000.0,360000.0,18000.0,0.6538466602243121,60,2.6666666666666665,0.3872433365545106,Low Risk,Low
0,135000.0,95940.0,9099.0,0.6850174220656332,56,0.7106666666666667,0.0488324521942003,Low Risk,Low
0,315000.0,1071909.0,31473.0,0.5130963866480336,39,3.402885714285714,0.4752741949730708,Medium Risk,Very High
0,180000.0,904500.0,32485.5,0.5441825838114983,38,5.025,0.5043022155569374,Medium Risk,Medium
0,360000.0,485640.0,41674.5,0.4170207214675276,25,1.349,0.39225518596749637,Low Risk,Very High
0,225000.0,576072.0,18216.0,0.4616688850399089,24,2.56032,0.4681847040867197,Medium Risk,High
1,247500.0,225000.0,11250.0,0.2877765160071557,31,0.9090909090909091,0.3352026510873312,Low Risk,Very High
0,112500.0,284400.0,18643.5,0.5601634654275163,23,2.528,0.43439138121029247,Medium Risk,Very Low
0,112500.0,202500.0,10125.0,0.5804086897454388,29,1.8,0.3611289884606139,Low Risk,Very Low
0,162000.0,900000.0,35028.0,0.30561386074430125,27,5.555555555555555,0.6364375140722938,High Risk,Medium
0,306000.0,495000.0,21933.0,0.5832925939189587,46,1.6176470588235294,0.33723445170362226,Low Risk,Very High
0,270000.0,473161.5,43528.5,0.5315474337691161,36,1.75245,0.39528070948994626,Low Risk,Very High
0,225000.0,585000.0,29250.0,0.5051578102071824,31,2.6,0.45803647951179344,Medium Risk,High
0,135000.0,307152.0,24394.5,0.35933470616417024,28,2.2752,0.5246161068335267,High Risk,Low
0,135000.0,550980.0,40221.0,0.39714399425994246,41,4.081333333333333,0.5875092791413998,High Risk,Low
0,157500.0,405000.0,20250.0,0.4742157041622157,46,2.5714285714285716,0.4719397669665112,Medium Risk,Medium
0,450000.0,552555.0,43785.0,0.5987930624258692,40,1.2279,0.27574389878950856,Low Risk,Very High
0,135000.0,450000.0,16294.5,0.4818047565927001,48,3.3333333333333335,0.4932376217036499,Medium Risk,Low
0,189000.0,1305909.0,43159.5,0.4970008141160289,47,6.909571428571429,0.5537529885570596,High Risk,High
0,90000.0,1350000.0,39474.0,0.407923795216471,36,15.0,0.6637581023917645,High Risk,Very Low
0,270000.0,367389.0,18886.5,0.5156989043617194,39,1.3607,0.3356657921786611,Low Risk,Very High
0,112500.0,675000.0,20668.5,0.5704742956761286,49,6.0,0.5015068521619357,Medium Risk,Very Low
0,67500.0,539100.0,27693.0,0.5764820045303426,55,7.986666666666666,0.5562497267275944,High Risk,Very Low
0,135000.0,1125000.0,44748.0,0.4282047168081713,28,8.333333333333334,0.6161909749292477,High Risk,Low
1,135000.0,324000.0,12213.0,0.14928825056009187,28,2.4,0.6184492080532873,High Risk,Low
0,90000.0,225000.0,14778.0,0.523219740122595,31,2.5,0.4512301299387025,Medium Risk,Very Low
0,180000.0,808650.0,31464.0,0.40241772015793603,36,4.4925,0.5669731766489118,High Risk,Medium
0,135000.0,592560.0,35937.0,0.3511809531126655,48,4.389333333333333,0.609302014330666,High Risk,Low
0,180000.0,808650.0,26217.0,0.5925573368942779,55,4.4925,0.46607336828074086,Medium Risk,Medium
0,153000.0,276277.5,20785.5,0.47158555488126214,60,1.805735294117647,0.4252405031963244,Low Risk,Medium
0,135000.0,299772.0,14710.5,0.5853698383504179,37,2.2205333333333335,0.39400573612281753,Low Risk,Low
0,112500.0,112500.0,8149.5,0.40586688859711023,24,1.0,0.3115545557014449,Low Risk,Very Low
0,171000.0,688500.0,36810.0,0.6130986418754331,37,4.026315789473684,0.4619935067196622,Medium Risk,Medium
0,135000.0,714154.5,22806.0,0.5896807799502093,50,5.290033333333334,0.48223585898782984,Medium Risk,Low
0,90000.0,247500.0,12375.0,0.46895788634607616,26,2.75,0.48393014773605286,Medium Risk,Very Low
0,126000.0,314100.0,13437.0,0.7936765026520587,65,2.492857142857143,0.3041464805609948,Low Risk,Low
0,112500.0,504000.0,23485.5,0.5607429518293694,34,4.48,0.4944162383710296,Medium Risk,Very Low
0,135000.0,201024.0,10390.5,0.5710915490525461,30,1.4890666666666668,0.3283790774317021,Low Risk,Low
1,112500.0,253737.0,18594.0,0.2878290690940725,37,2.25544,0.5561297249500019,High Risk,Very Low
0,157500.0,134316.0,15939.0,0.5083138020438704,33,0.8528,0.21430073500057886,Low Risk,Medium
0,292500.0,263686.5,28395.0,0.5637736757614504,31,0.9014923076923077,0.20474700501750667,Low Risk,Very High
0,112500.0,247275.0,16119.0,0.22904429003206403,27,2.198,0.5776461388784175,High Risk,Very Low
0,90000.0,270000.0,25245.0,0.5897970946420243,30,3.0,0.4612014526789878,Medium Risk,Very Low
0,81000.0,180000.0,9000.0,0.5192119466294184,31,2.2222222222222223,0.427616248907513,Low Risk,Very Low
0,301500.0,481495.5,36130.5,0.5797546970228074,45,1.597,0.34623759274972965,Low Risk,Very High
0,247500.0,675000.0,28507.5,0.6233231699661438,32,2.727272727272727,0.40137477865329174,Low Risk,Very High
0,112500.0,573408.0,29407.5,0.7062081857864401,52,5.09696,0.44031729334485126,Medium Risk,Very Low
0,270000.0,808650.0,24601.5,0.7139273733781928,51,2.995,0.3610927017360566,Low Risk,Very High
0,45000.0,509400.0,37197.0,0.6600631366540979,30,11.32,0.6087866648884988,High Risk,Very Low
0,112500.0,900000.0,26316.0,0.3268403450170633,51,8.0,0.6458638274914684,High Risk,Very Low
0,225000.0,270000.0,13500.0,0.4273550507884709,24,1.2,0.34832247460576454,Low Risk,High
0,112500.0,177903.0,15349.5,0.40482859248816844,30,1.58136,0.43516358082375606,Medium Risk,Very Low
0,247500.0,972441.0,92331.0,0.7202845082026089,51,3.9290545454545454,0.43811440830523,Medium Risk,Very High
0,112500.0,450000.0,27324.0,0.5814256468334013,28,4.0,0.48286317658329936,Medium Risk,Very Low
0,225000.0,539100.0,27652.5,0.5390380304827947,44,2.396,0.42985230362337723,Low Risk,High
0,225000.0,1078200.0,38331.0,0.502425061326475,32,4.792,0.5202551287691498,High Risk,High
0,270000.0,1493086.5,52029.0,0.470487479814753,26,5.52995,0.549046221665513,High Risk,Very High
0,180000.0,513531.0,19161.0,0.42487707875690006,30,2.85295,0.5036971466658199,Medium Risk,Medium
0,180000.0,72400.5,6637.5,0.5103919458844922,40,0.402225,-0.19367217562731046,Low Risk,Medium
1,157500.0,167076.0,12622.5,0.4323520171505939,27,1.0608,0.3170471329890211,Low Risk,Medium
0,126000.0,942300.0,27679.5,0.8170243971601973,59,7.478571428571429,0.39530890252509987,Low Risk,Low
0,114750.0,119448.0,8109.0,0.5542771631084947,32,1.0409411764705883,0.24879402845178034,Low Risk,Low
0,180000.0,450000.0,21109.5,0.4200445153053316,35,2.5,0.4934327423473342,Medium Risk,Medium
0,270000.0,607041.0,29331.0,0.6403061148191522,39,2.2483,0.36813945901023737,Low Risk,Very High
0,180000.0,225000.0,20767.5,0.5937758419669964,27,1.25,0.2861870790165018,Low Risk,Medium
0,94500.0,239850.0,24705.0,0.753773717846808,67,2.538095238095238,0.357199981065875,Low Risk,Very Low
0,720000.0,1200744.0,38866.5,0.4430388229854995,32,1.6677,0.4093883693581227,Low Risk,Very High
0,135000.0,904500.0,38322.0,0.5914464393659252,49,6.7,0.5162739942473856,High Risk,Low
0,202500.0,790830.0,52978.5,0.17079325888746288,27,3.9053333333333335,0.6901097883704637,High Risk,High
0,112500.0,900000.0,46084.5,0.4350341870015167,41,8.0,0.6269109064992417,High Risk,Very Low
1,112500.0,1293502.5,37948.5,0.49170516936101033,39,11.4978,0.5955194672946552,High Risk,Very Low
0,193500.0,382500.0,14548.5,0.5909167480521299,41,1.9767441860465116,0.36781412939390773,Low Risk,High
0,135000.0,254700.0,14751.0,0.39918050946088607,37,1.8866666666666667,0.4632524778961766,Medium Risk,Low
0,270000.0,337500.0,16875.0,0.5209468682568889,31,1.25,0.3120265658715556,Low Risk,Very High
0,360000.0,135000.0,6889.5,0.5051195474547042,38,0.375,-0.24873227372735204,Low Risk,Very High
0,157500.0,270000.0,13500.0,0.4458503353756407,41,1.7142857142857142,0.4192176894550368,Low Risk,Medium
0,157500.0,1422337.5,41719.5,0.6342199270796565,47,9.030714285714286,0.5026472157010843,Medium Risk,Medium
0,135000.0,247500.0,19282.5,0.6266665089656719,48,1.8333333333333333,0.35159704854746715,Low Risk,Low
0,135000.0,373311.0,22815.0,0.40234815666380747,35,2.7652666666666668,0.5241372888659555,High Risk,Low
0,225000.0,1321902.0,38781.0,0.55574033073366,34,5.87512,0.5055390478305175,Medium Risk,High
0,166500.0,1575000.0,43443.0,0.5143632752160863,32,9.45945945945946,0.5632878604614548,High Risk,Medium
0,103500.0,270000.0,13500.0,0.6745373165178562,33,2.608695652173913,0.37381829826281104,Low Risk,Very Low
0,202500.0,350860.5,19161.0,0.502603467961377,52,1.7326444444444444,0.3944769730552988,Low Risk,High
0,193500.0,675000.0,21906.0,0.32206230121312646,42,3.488372093023256,0.575610709858553,High Risk,High
0,81000.0,450000.0,13774.5,0.5240851468056832,57,5.555555555555555,0.5179685377082696,High Risk,Very Low
0,135000.0,835380.0,35523.0,0.4764863401922541,33,6.188,0.5659025657366676,High Risk,Low
0,112500.0,1288350.0,37800.0,0.7409443037368638,45,11.452,0.47053155054162743,Medium Risk,Very Low
0,175500.0,1506816.0,47443.5,0.6643647932102991,54,8.585846153846154,0.4869430429972969,Medium Risk,Medium
0,211500.0,180000.0,9000.0,0.32758162142736824,33,0.851063829787234,0.29221982758418824,Low Risk,High
0,112500.0,700830.0,18616.5,0.46760785833182483,40,6.2296,0.5511348857820778,High Risk,Very Low
0,247500.0,886401.0,45387.0,0.5713891169020425,45,3.5814181818181816,0.4672161054625307,Medium Risk,Very High
0,135000.0,180000.0,9000.0,0.3186989256581199,29,1.3333333333333333,0.4289838705042734,Low Risk,Low
0,216000.0,302341.5,18400.5,0.469554615613265,29,1.3997291666666667,0.36793301580507803,Low Risk,High
0,202500.0,910890.0,33592.5,0.46239047725908017,34,4.498222222222222,0.5352895246239812,High Risk,High
0,112500.0,450000.0,22018.5,0.5189367197762121,28,4.0,0.5046756401118939,Medium Risk,Very Low
0,76500.0,1170000.0,30861.0,0.5223806508606098,38,15.294117647058824,0.5998766428954869,High Risk,Very Low
0,225000.0,1022022.0,43429.5,0.40718391537343135,46,4.54232,0.5689664973054469,High Risk,High
0,202500.0,418743.0,28111.5,0.32731133842042665,26,2.0678666666666667,0.5190317231999284,High Risk,High
0,216000.0,238896.0,16092.0,0.6759296528646308,35,1.106,0.20568743396551462,Low Risk,High
0,202500.0,495000.0,13743.0,0.4423024745879758,27,2.4444444444444446,0.4696948233120727,Medium Risk,High
0,71100.0,593010.0,17122.5,0.4248174227181832,26,8.340506329113923,0.5997868062949963,High Risk,Very Low
0,90000.0,862560.0,25348.5,0.6487027269944757,52,9.584,0.5006764662189558,Medium Risk,Very Low
0,45000.0,314100.0,15241.5,0.5610263722275467,59,6.98,0.5442468711928169,High Risk,Very Low
0,67500.0,284400.0,9850.5,0.5035042262158761,57,4.213333333333333,0.506232021913159,Medium Risk,Very Low
0,157500.0,337500.0,16875.0,0.3974341843181088,33,2.142857142857143,0.482711479269517,Medium Risk,Medium
0,157500.0,755190.0,36459.0,0.5772548244928674,52,4.7948571428571425,0.4951026945005912,Medium Risk,Medium
1,67500.0,251280.0,13284.0,0.3175270309499565,30,3.7226666666666666,0.6000090919748784,High Risk,Very Low
0,67500.0,71955.0,8248.5,0.5076374727042102,42,1.066,0.28919537246590615,Low Risk,Very Low
0,315000.0,545040.0,25407.0,0.5546882658974561,47,1.7302857142857142,0.3654055254773901,Low Risk,Very High
0,148500.0,135000.0,9954.0,0.5665241240762872,37,0.9090909090909091,0.200143998567917,Low Risk,Medium
0,112500.0,408780.0,20011.5,0.5903884354251496,30,3.6336,0.4578190345991821,Medium Risk,Very Low
0,76500.0,180000.0,9000.0,0.3979016996857598,27,2.3529411764705883,0.497078561921826,Medium Risk,Very Low
0,225000.0,473161.5,33061.5,0.5346833522907243,36,2.10294,0.4193889013889469,Low Risk,High
0,90000.0,868500.0,25524.0,0.5379876120978977,35,9.65,0.5566381110494968,High Risk,Very Low
0,90000.0,148365.0,9720.0,0.651347501380979,59,1.6485,0.3139426278354432,Low Risk,Very Low
0,202500.0,331920.0,17077.5,0.5626321570784153,60,1.6391111111111112,0.3525245577586954,Low Risk,High
0,427500.0,900000.0,45954.0,0.5143210664024457,32,2.1052631578947367,0.42183841416719825,Low Risk,Very High
0,258880.5,315000.0,16308.0,0.558918073650388,28,1.2167776251977263,0.2865869692139962,Low Risk,Very High
0,90000.0,677664.0,34731.0,0.33054310771197376,32,7.5296,0.6720656922128614,High Risk,Very Low
0,112500.0,614475.0,30015.0,0.31281691550718943,35,5.462,0.6420266063254972,High Risk,Very Low
0,261000.0,1824480.0,63549.0,0.6687905763958731,35,6.990344827586207,0.4713849257203608,Medium Risk,Very High
0,90000.0,819792.0,41854.5,0.5310687899506131,32,9.1088,0.5945404214659371,High Risk,Very Low
0,135000.0,573408.0,20727.0,0.468872191325515,32,4.247466666666667,0.5256402344895947,High Risk,Low
0,90000.0,1224990.0,35946.0,0.6500876890134889,54,13.611,0.5327951592402249,High Risk,Very Low
0,360000.0,1735299.0,75667.5,0.6127470015011642,42,4.820275,0.4734268862216342,Medium Risk,Very High
0,67500.0,284400.0,16011.0,0.40688905045974666,43,4.213333333333333,0.5727929431245571,High Risk,Very Low
0,225000.0,679500.0,27076.5,0.439726329174246,31,3.02,0.5048670870685061,Medium Risk,High
0,229500.0,377370.0,34740.0,0.562894015662397,41,1.644313725490196,0.3663805666042517,Low Risk,Very High
0,270000.0,971280.0,54234.0,0.6348492146012522,42,3.5973333333333333,0.43935361854567984,Medium Risk,Very High
0,225000.0,619965.0,16353.0,0.3986592198890504,38,2.7554,0.506329276024844,Medium Risk,High
0,157500.0,351486.0,36144.0,0.4218397560609765,26,2.231657142857143,0.5005480130214618,Medium Risk,Medium
0,90000.0,314100.0,16573.5,0.4736307877123542,33,3.49,0.5140547207570034,Medium Risk,Very Low
0,495000.0,791595.0,50719.5,0.6658731874115836,32,1.5991818181818183,0.2999602038301382,Low Risk,Very High
0,108000.0,198666.0,13405.5,0.4961144567783385,52,1.8395,0.41367997601420126,Low Risk,Very Low
